order_id,customer_id,order_date,order_time,day_of_week,week_number,month,season,dish_name,dish_category,quantity_ordered,price_per_item,total_price,payment_method,dine_in_or_takeaway,preparation_time_minutes,table_number,promotion_applied,weather_condition,special_event_or_holiday,customer_rating,ingredient_name,ingredient_quantity_used_kg,current_stock_available_kg,stock_reorder_level_kg,stock_status,estimated_food_waste_kg,order_status,restaurant_branch,peak_hour_flag,delivery_time_minutes,repeat_customer_flag,orders_this_week,total_qty_this_week,rush_day_for_dish,branch_rush_day
ORD-10087,CUST-1069,2024-04-20,18:28,Saturday,16,4,Spring,Spaghetti Carbonara,Pasta,3,11.47,34.41,Online,Dine-In,15,8,Yes,Cloudy,None,,Eggs,0.3017,32.32,15.1,Adequate,0.1,Cancelled,City Center,1,,No,1,3,Friday,Saturday
ORD-10087,CUST-1069,2024-04-20,18:28,Saturday,16,4,Spring,Spaghetti Carbonara,Pasta,3,11.47,34.41,Debit Card,Dine-In,13,8,Yes,Cloudy,None,,Pancetta,0.2507,50.47,29.97,Adequate,0.0817,Cancelled,City Center,1,,No,1,3,Friday,Saturday
ORD-10087,CUST-1069,2024-04-20,18:28,Saturday,16,4,Spring,Spaghetti Carbonara,Pasta,3,11.47,34.41,Credit Card,Dine-In,16,8,Yes,Cloudy,None,,Parmesan Cheese,0.1522,71.26,18.22,Adequate,0.1437,Cancelled,City Center,1,,No,1,3,Friday,Saturday
ORD-10087,CUST-1069,2024-04-20,18:28,Saturday,16,4,Spring,Spaghetti Carbonara,Pasta,3,11.47,34.41,Cash,Dine-In,18,8,Yes,Cloudy,None,,Black Pepper,0.0145,38.14,30.99,Adequate,0.1314,Cancelled,City Center,1,,No,1,3,Friday,Saturday
ORD-10087,CUST-1069,2024-04-20,18:28,Saturday,16,4,Spring,Spaghetti Carbonara,Pasta,3,11.47,34.41,Cash,Dine-In,14,8,Yes,Cloudy,None,,Garlic,0.0315,74.89,27.89,Adequate,0.1197,Cancelled,City Center,1,,No,1,3,Friday,Saturday
ORD-10669,CUST-1461,2024-04-20,19:04,Saturday,16,4,Spring,Lemonade,Beverages,1,3.49,3.49,Cash,Dine-In,2,18,No,Windy,None,5.0,Lemons,0.0881,52.11,32.34,Adequate,0.0303,Completed,Suburbs,1,,Yes,2,2,Sunday,Sunday
ORD-10669,CUST-1461,2024-04-20,19:04,Saturday,16,4,Spring,Lemonade,Beverages,1,3.49,3.49,Credit Card,Dine-In,3,18,No,Windy,None,5.0,Sugar,0.0308,22.29,32.75,Low Stock,0.0383,Completed,Suburbs,1,,Yes,2,2,Sunday,Sunday
ORD-10669,CUST-1461,2024-04-20,19:04,Saturday,16,4,Spring,Lemonade,Beverages,1,3.49,3.49,Digital Wallet,Dine-In,2,18,No,Windy,None,5.0,Water,0.2441,56.79,15.56,Adequate,0.014,Completed,Suburbs,1,,Yes,2,2,Sunday,Sunday
ORD-10669,CUST-1461,2024-04-20,19:04,Saturday,16,4,Spring,Lemonade,Beverages,1,3.49,3.49,Digital Wallet,Dine-In,3,18,No,Windy,None,5.0,Mint Leaves,0.005,96.99,21.9,Adequate,0.0171,Completed,Suburbs,1,,Yes,2,2,Sunday,Sunday
ORD-10012,CUST-1035,2024-04-20,19:50,Saturday,16,4,Spring,Cheesecake,Desserts,3,5.99,17.97,Digital Wallet,Dine-In,5,12,No,Sunny,None,5.0,Cream Cheese,0.3458,116.08,27.71,Adequate,0.0311,Completed,Suburbs,1,,No,2,4,Saturday,Sunday
ORD-10012,CUST-1035,2024-04-20,19:50,Saturday,16,4,Spring,Cheesecake,Desserts,3,5.99,17.97,Online,Dine-In,5,12,No,Sunny,None,5.0,Sugar,0.1161,72.17,28.01,Adequate,0.0963,Completed,Suburbs,1,,No,2,4,Saturday,Sunday
ORD-10012,CUST-1035,2024-04-20,19:50,Saturday,16,4,Spring,Cheesecake,Desserts,3,5.99,17.97,Debit Card,Dine-In,3,12,No,Sunny,None,5.0,Butter,0.0897,102.57,26.85,Adequate,0.1022,Completed,Suburbs,1,,No,2,4,Saturday,Sunday
ORD-10012,CUST-1035,2024-04-20,19:50,Saturday,16,4,Spring,Cheesecake,Desserts,3,5.99,17.97,Digital Wallet,Dine-In,5,12,No,Sunny,None,5.0,Graham Crackers,0.1438,108.16,19.88,Adequate,0.0791,Completed,Suburbs,1,,No,2,4,Saturday,Sunday
ORD-10012,CUST-1035,2024-04-20,19:50,Saturday,16,4,Spring,Cheesecake,Desserts,3,5.99,17.97,Credit Card,Dine-In,4,12,No,Sunny,None,5.0,Vanilla Extract,0.0148,22.87,32.02,Low Stock,0.0373,Completed,Suburbs,1,,No,2,4,Saturday,Sunday
ORD-10012,CUST-1035,2024-04-20,19:50,Saturday,16,4,Spring,Cheesecake,Desserts,3,5.99,17.97,Debit Card,Dine-In,5,12,No,Sunny,None,5.0,Eggs,0.1854,54.03,32.61,Adequate,0.0161,Completed,Suburbs,1,,No,2,4,Saturday,Sunday
ORD-10531,CUST-1064,2024-04-20,20:45,Saturday,16,4,Spring,Chocolate Lava Cake,Desserts,1,5.94,5.94,Debit Card,Dine-In,13,25,Yes,Sunny,None,,Chocolate,0.0718,29.56,28.12,Adequate,0.0342,Cancelled,City Center,1,,Yes,2,2,Friday,Saturday
ORD-10531,CUST-1064,2024-04-20,20:45,Saturday,16,4,Spring,Chocolate Lava Cake,Desserts,1,5.94,5.94,Credit Card,Dine-In,14,25,Yes,Sunny,None,,Butter,0.0412,48.78,32.68,Adequate,0.0088,Cancelled,City Center,1,,Yes,2,2,Friday,Saturday
ORD-10531,CUST-1064,2024-04-20,20:45,Saturday,16,4,Spring,Chocolate Lava Cake,Desserts,1,5.94,5.94,Online,Dine-In,11,25,Yes,Sunny,None,,Eggs,0.0767,70.99,26.11,Adequate,0.0081,Cancelled,City Center,1,,Yes,2,2,Friday,Saturday
ORD-10531,CUST-1064,2024-04-20,20:45,Saturday,16,4,Spring,Chocolate Lava Cake,Desserts,1,5.94,5.94,Online,Dine-In,15,25,Yes,Sunny,None,,Flour,0.0292,54.44,34.63,Adequate,0.0418,Cancelled,City Center,1,,Yes,2,2,Friday,Saturday
ORD-10531,CUST-1064,2024-04-20,20:45,Saturday,16,4,Spring,Chocolate Lava Cake,Desserts,1,5.94,5.94,Online,Dine-In,10,25,Yes,Sunny,None,,Sugar,0.0381,119.54,24.29,Adequate,0.0397,Cancelled,City Center,1,,Yes,2,2,Friday,Saturday
ORD-10531,CUST-1064,2024-04-20,20:45,Saturday,16,4,Spring,Chocolate Lava Cake,Desserts,1,5.94,5.94,Digital Wallet,Dine-In,12,25,Yes,Sunny,None,,Vanilla Extract,0.0048,102.39,27.41,Adequate,0.0526,Cancelled,City Center,1,,Yes,2,2,Friday,Saturday
ORD-10052,CUST-1273,2024-04-21,11:27,Sunday,16,4,Spring,Caesar Salad,Salads,1,8.99,8.99,Online,Dine-In,5,13,No,Cloudy,None,5.0,Romaine Lettuce,0.2384,116.84,29.03,Adequate,0.0088,Completed,City Center,1,,No,1,1,Tuesday,Saturday
ORD-10052,CUST-1273,2024-04-21,11:27,Sunday,16,4,Spring,Caesar Salad,Salads,1,8.99,8.99,Online,Dine-In,5,13,No,Cloudy,None,5.0,Parmesan Cheese,0.0487,86.47,18.33,Adequate,0.0247,Completed,City Center,1,,No,1,1,Tuesday,Saturday
ORD-10052,CUST-1273,2024-04-21,11:27,Sunday,16,4,Spring,Caesar Salad,Salads,1,8.99,8.99,Debit Card,Dine-In,8,13,No,Cloudy,None,5.0,Croutons,0.0406,84.67,34.34,Adequate,0.0087,Completed,City Center,1,,No,1,1,Tuesday,Saturday
ORD-10052,CUST-1273,2024-04-21,11:27,Sunday,16,4,Spring,Caesar Salad,Salads,1,8.99,8.99,Online,Dine-In,6,13,No,Cloudy,None,5.0,Caesar Dressing,0.0576,42.2,29.94,Adequate,0.0206,Completed,City Center,1,,No,1,1,Tuesday,Saturday
ORD-10052,CUST-1273,2024-04-21,11:27,Sunday,16,4,Spring,Caesar Salad,Salads,1,8.99,8.99,Online,Dine-In,6,13,No,Cloudy,None,5.0,Lemon,0.0198,97.23,26.77,Adequate,0.0171,Completed,City Center,1,,No,1,1,Tuesday,Saturday
ORD-10163,CUST-1246,2024-04-21,11:47,Sunday,16,4,Spring,Chicken Biryani,Rice Dishes,1,13.99,13.99,Credit Card,Takeaway,26,,No,Cloudy,None,5.0,Basmati Rice,0.2993,92.0,27.11,Adequate,0.0273,Completed,Suburbs,1,46.0,Yes,1,1,Friday,Sunday
ORD-10163,CUST-1246,2024-04-21,11:47,Sunday,16,4,Spring,Chicken Biryani,Rice Dishes,1,13.99,13.99,Debit Card,Takeaway,19,,No,Cloudy,None,5.0,Chicken Breast,0.2565,86.72,17.98,Adequate,0.033,Completed,Suburbs,1,46.0,Yes,1,1,Friday,Sunday
ORD-10163,CUST-1246,2024-04-21,11:47,Sunday,16,4,Spring,Chicken Biryani,Rice Dishes,1,13.99,13.99,Digital Wallet,Takeaway,23,,No,Cloudy,None,5.0,Biryani Spices,0.0203,60.96,19.66,Adequate,0.0239,Completed,Suburbs,1,46.0,Yes,1,1,Friday,Sunday
ORD-10163,CUST-1246,2024-04-21,11:47,Sunday,16,4,Spring,Chicken Biryani,Rice Dishes,1,13.99,13.99,Cash,Takeaway,20,,No,Cloudy,None,5.0,Onions,0.0837,109.0,29.72,Adequate,0.0298,Completed,Suburbs,1,46.0,Yes,1,1,Friday,Sunday
ORD-10163,CUST-1246,2024-04-21,11:47,Sunday,16,4,Spring,Chicken Biryani,Rice Dishes,1,13.99,13.99,Online,Takeaway,28,,No,Cloudy,None,5.0,Yogurt,0.0604,99.62,29.15,Adequate,0.0093,Completed,Suburbs,1,46.0,Yes,1,1,Friday,Sunday
ORD-10163,CUST-1246,2024-04-21,11:47,Sunday,16,4,Spring,Chicken Biryani,Rice Dishes,1,13.99,13.99,Online,Takeaway,18,,No,Cloudy,None,5.0,Saffron,0.001,39.24,27.37,Adequate,0.0385,Completed,Suburbs,1,46.0,Yes,1,1,Friday,Sunday
ORD-10163,CUST-1246,2024-04-21,11:47,Sunday,16,4,Spring,Chicken Biryani,Rice Dishes,1,13.99,13.99,Cash,Takeaway,19,,No,Cloudy,None,5.0,Mint Leaves,0.01,95.06,25.05,Adequate,0.028,Completed,Suburbs,1,46.0,Yes,1,1,Friday,Sunday
ORD-10432,CUST-1188,2024-04-21,13:45,Sunday,16,4,Spring,Hot Coffee,Beverages,1,2.97,2.97,Online,Dine-In,2,16,Yes,Sunny,None,2.0,Coffee Beans,0.0181,83.67,22.27,Adequate,0.014,Completed,Downtown,1,,Yes,3,4,Saturday,Saturday
ORD-10432,CUST-1188,2024-04-21,13:45,Sunday,16,4,Spring,Hot Coffee,Beverages,1,2.97,2.97,Debit Card,Dine-In,4,16,Yes,Sunny,None,2.0,Milk,0.1194,46.92,19.61,Adequate,0.0125,Completed,Downtown,1,,Yes,3,4,Saturday,Saturday
ORD-10432,CUST-1188,2024-04-21,13:45,Sunday,16,4,Spring,Hot Coffee,Beverages,1,2.97,2.97,Debit Card,Dine-In,2,16,Yes,Sunny,None,2.0,Sugar,0.0103,49.76,32.48,Adequate,0.0342,Completed,Downtown,1,,Yes,3,4,Saturday,Saturday
ORD-10302,CUST-1038,2024-04-21,17:10,Sunday,16,4,Spring,Double Cheeseburger,Burgers,1,11.49,11.49,Credit Card,Takeaway,10,,No,Rainy,None,4.0,Beef Patty,0.3743,50.21,20.25,Adequate,0.0372,Completed,Downtown,0,43.0,No,1,1,Sunday,Saturday
ORD-10302,CUST-1038,2024-04-21,17:10,Sunday,16,4,Spring,Double Cheeseburger,Burgers,1,11.49,11.49,Digital Wallet,Takeaway,11,,No,Rainy,None,4.0,Burger Bun,0.082,88.18,15.61,Adequate,0.0055,Completed,Downtown,0,43.0,No,1,1,Sunday,Saturday
ORD-10302,CUST-1038,2024-04-21,17:10,Sunday,16,4,Spring,Double Cheeseburger,Burgers,1,11.49,11.49,Online,Takeaway,15,,No,Rainy,None,4.0,Cheddar Cheese,0.0767,43.48,32.4,Adequate,0.0245,Completed,Downtown,0,43.0,No,1,1,Sunday,Saturday
ORD-10302,CUST-1038,2024-04-21,17:10,Sunday,16,4,Spring,Double Cheeseburger,Burgers,1,11.49,11.49,Credit Card,Takeaway,11,,No,Rainy,None,4.0,Pickles,0.0195,90.29,24.59,Adequate,0.0073,Completed,Downtown,0,43.0,No,1,1,Sunday,Saturday
ORD-10302,CUST-1038,2024-04-21,17:10,Sunday,16,4,Spring,Double Cheeseburger,Burgers,1,11.49,11.49,Digital Wallet,Takeaway,13,,No,Rainy,None,4.0,Mustard,0.0102,22.99,24.95,Low Stock,0.0111,Completed,Downtown,0,43.0,No,1,1,Sunday,Saturday
ORD-10302,CUST-1038,2024-04-21,17:10,Sunday,16,4,Spring,Double Cheeseburger,Burgers,1,11.49,11.49,Debit Card,Takeaway,15,,No,Rainy,None,4.0,Onions,0.0285,109.74,28.13,Adequate,0.0149,Completed,Downtown,0,43.0,No,1,1,Sunday,Saturday
ORD-10702,CUST-1320,2024-04-21,17:31,Sunday,16,4,Spring,BBQ Chicken Pizza,Pizza,3,15.99,47.97,Credit Card,Takeaway,17,,No,Cloudy,None,4.0,Pizza Dough,0.841,25.37,29.21,Low Stock,0.0535,Completed,Suburbs,0,46.0,Yes,4,9,Monday,Sunday
ORD-10702,CUST-1320,2024-04-21,17:31,Sunday,16,4,Spring,BBQ Chicken Pizza,Pizza,3,15.99,47.97,Digital Wallet,Takeaway,22,,No,Cloudy,None,4.0,BBQ Sauce,0.2422,69.91,20.1,Adequate,0.1177,Completed,Suburbs,0,46.0,Yes,4,9,Monday,Sunday
ORD-10702,CUST-1320,2024-04-21,17:31,Sunday,16,4,Spring,BBQ Chicken Pizza,Pizza,3,15.99,47.97,Online,Takeaway,16,,No,Cloudy,None,4.0,Chicken Breast,0.6415,32.76,33.06,Low Stock,0.115,Completed,Suburbs,0,46.0,Yes,4,9,Monday,Sunday
ORD-10702,CUST-1320,2024-04-21,17:31,Sunday,16,4,Spring,BBQ Chicken Pizza,Pizza,3,15.99,47.97,Credit Card,Takeaway,25,,No,Cloudy,None,4.0,Mozzarella Cheese,0.437,31.75,18.35,Adequate,0.0488,Completed,Suburbs,0,46.0,Yes,4,9,Monday,Sunday
ORD-10702,CUST-1320,2024-04-21,17:31,Sunday,16,4,Spring,BBQ Chicken Pizza,Pizza,3,15.99,47.97,Debit Card,Takeaway,23,,No,Cloudy,None,4.0,Red Onions,0.1207,112.94,23.78,Adequate,0.0367,Completed,Suburbs,0,46.0,Yes,4,9,Monday,Sunday
ORD-10702,CUST-1320,2024-04-21,17:31,Sunday,16,4,Spring,BBQ Chicken Pizza,Pizza,3,15.99,47.97,Online,Takeaway,19,,No,Cloudy,None,4.0,Corn,0.1443,51.22,33.84,Adequate,0.0987,Completed,Suburbs,0,46.0,Yes,4,9,Monday,Sunday
ORD-10605,CUST-1487,2024-04-21,18:09,Sunday,16,4,Spring,Lemonade,Beverages,1,2.97,2.97,Online,Dine-In,3,17,Yes,Windy,None,4.0,Lemons,0.0939,53.89,30.17,Adequate,0.0085,Completed,Downtown,1,,Yes,2,2,Sunday,Saturday
ORD-10605,CUST-1487,2024-04-21,18:09,Sunday,16,4,Spring,Lemonade,Beverages,1,2.97,2.97,Cash,Dine-In,2,17,Yes,Windy,None,4.0,Sugar,0.0313,28.14,24.72,Adequate,0.0061,Completed,Downtown,1,,Yes,2,2,Sunday,Saturday
ORD-10605,CUST-1487,2024-04-21,18:09,Sunday,16,4,Spring,Lemonade,Beverages,1,2.97,2.97,Online,Dine-In,3,17,Yes,Windy,None,4.0,Water,0.2478,65.19,16.14,Adequate,0.0076,Completed,Downtown,1,,Yes,2,2,Sunday,Saturday
ORD-10605,CUST-1487,2024-04-21,18:09,Sunday,16,4,Spring,Lemonade,Beverages,1,2.97,2.97,Debit Card,Dine-In,2,17,Yes,Windy,None,4.0,Mint Leaves,0.0049,113.29,22.64,Adequate,0.0387,Completed,Downtown,1,,Yes,2,2,Sunday,Saturday
ORD-10991,CUST-1428,2024-04-22,15:39,Monday,17,4,Spring,Chocolate Lava Cake,Desserts,3,6.99,20.97,Online,Dine-In,11,6,No,Cloudy,None,4.0,Chocolate,0.2046,109.79,16.09,Adequate,0.05,Completed,Suburbs,0,,Yes,1,3,Friday,Sunday
ORD-10991,CUST-1428,2024-04-22,15:39,Monday,17,4,Spring,Chocolate Lava Cake,Desserts,3,6.99,20.97,Online,Dine-In,10,6,No,Cloudy,None,4.0,Butter,0.1156,73.66,15.59,Adequate,0.1052,Completed,Suburbs,0,,Yes,1,3,Friday,Sunday
ORD-10991,CUST-1428,2024-04-22,15:39,Monday,17,4,Spring,Chocolate Lava Cake,Desserts,3,6.99,20.97,Digital Wallet,Dine-In,11,6,No,Cloudy,None,4.0,Eggs,0.2442,23.7,28.82,Low Stock,0.043,Completed,Suburbs,0,,Yes,1,3,Friday,Sunday
ORD-10991,CUST-1428,2024-04-22,15:39,Monday,17,4,Spring,Chocolate Lava Cake,Desserts,3,6.99,20.97,Online,Dine-In,10,6,No,Cloudy,None,4.0,Flour,0.0896,82.76,28.5,Adequate,0.1011,Completed,Suburbs,0,,Yes,1,3,Friday,Sunday
ORD-10991,CUST-1428,2024-04-22,15:39,Monday,17,4,Spring,Chocolate Lava Cake,Desserts,3,6.99,20.97,Credit Card,Dine-In,11,6,No,Cloudy,None,4.0,Sugar,0.1247,33.46,28.56,Adequate,0.0166,Completed,Suburbs,0,,Yes,1,3,Friday,Sunday
ORD-10991,CUST-1428,2024-04-22,15:39,Monday,17,4,Spring,Chocolate Lava Cake,Desserts,3,6.99,20.97,Digital Wallet,Dine-In,11,6,No,Cloudy,None,4.0,Vanilla Extract,0.0154,76.37,32.51,Adequate,0.0376,Completed,Suburbs,0,,Yes,1,3,Friday,Sunday
ORD-10454,CUST-1404,2024-04-22,15:47,Monday,17,4,Spring,Onion Rings,Sides,2,4.49,8.98,Cash,Dine-In,8,11,No,Rainy,None,4.0,Onions,0.3479,45.68,30.71,Adequate,0.0562,Completed,Airport,0,,No,1,2,Sunday,Saturday
ORD-10454,CUST-1404,2024-04-22,15:47,Monday,17,4,Spring,Onion Rings,Sides,2,4.49,8.98,Cash,Dine-In,5,11,No,Rainy,None,4.0,Flour,0.1173,48.31,31.37,Adequate,0.0569,Completed,Airport,0,,No,1,2,Sunday,Saturday
ORD-10454,CUST-1404,2024-04-22,15:47,Monday,17,4,Spring,Onion Rings,Sides,2,4.49,8.98,Cash,Dine-In,9,11,No,Rainy,None,4.0,Eggs,0.1011,97.41,25.93,Adequate,0.0203,Completed,Airport,0,,No,1,2,Sunday,Saturday
ORD-10454,CUST-1404,2024-04-22,15:47,Monday,17,4,Spring,Onion Rings,Sides,2,4.49,8.98,Debit Card,Dine-In,6,11,No,Rainy,None,4.0,Breadcrumbs,0.078,105.72,23.58,Adequate,0.0336,Completed,Airport,0,,No,1,2,Sunday,Saturday
ORD-10454,CUST-1404,2024-04-22,15:47,Monday,17,4,Spring,Onion Rings,Sides,2,4.49,8.98,Online,Dine-In,6,11,No,Rainy,None,4.0,Vegetable Oil,0.1009,48.75,32.49,Adequate,0.0607,Completed,Airport,0,,No,1,2,Sunday,Saturday
ORD-10094,CUST-1358,2024-04-22,18:47,Monday,17,4,Spring,Veggie Burger,Burgers,4,8.07,32.28,Cash,Dine-In,9,26,Yes,Rainy,None,4.0,Veggie Patty,0.7005,81.4,28.69,Adequate,0.0745,Pending,Airport,1,,No,1,4,Saturday,Saturday
ORD-10094,CUST-1358,2024-04-22,18:47,Monday,17,4,Spring,Veggie Burger,Burgers,4,8.07,32.28,Digital Wallet,Dine-In,12,26,Yes,Rainy,None,4.0,Burger Bun,0.3243,100.44,31.47,Adequate,0.081,Pending,Airport,1,,No,1,4,Saturday,Saturday
ORD-10094,CUST-1358,2024-04-22,18:47,Monday,17,4,Spring,Veggie Burger,Burgers,4,8.07,32.28,Cash,Dine-In,13,26,Yes,Rainy,None,4.0,Lettuce,0.153,42.18,16.6,Adequate,0.0738,Pending,Airport,1,,No,1,4,Saturday,Saturday
ORD-10094,CUST-1358,2024-04-22,18:47,Monday,17,4,Spring,Veggie Burger,Burgers,4,8.07,32.28,Online,Dine-In,8,26,Yes,Rainy,None,4.0,Tomato,0.2097,81.4,25.42,Adequate,0.1524,Pending,Airport,1,,No,1,4,Saturday,Saturday
ORD-10094,CUST-1358,2024-04-22,18:47,Monday,17,4,Spring,Veggie Burger,Burgers,4,8.07,32.28,Credit Card,Dine-In,13,26,Yes,Rainy,None,4.0,Avocado,0.2477,84.03,23.78,Adequate,0.1503,Pending,Airport,1,,No,1,4,Saturday,Saturday
ORD-10094,CUST-1358,2024-04-22,18:47,Monday,17,4,Spring,Veggie Burger,Burgers,4,8.07,32.28,Online,Dine-In,12,26,Yes,Rainy,None,4.0,Mayo,0.0801,39.47,30.68,Adequate,0.1178,Pending,Airport,1,,No,1,4,Saturday,Saturday
ORD-10099,CUST-1266,2024-04-26,12:41,Friday,17,4,Spring,Spaghetti Carbonara,Pasta,4,13.49,53.96,Cash,Takeaway,13,,No,Cloudy,None,3.0,Spaghetti,0.693,43.46,20.03,Adequate,0.0434,Pending,Downtown,1,57.0,No,1,4,Friday,Saturday
ORD-10099,CUST-1266,2024-04-26,12:41,Friday,17,4,Spring,Spaghetti Carbonara,Pasta,4,13.49,53.96,Online,Takeaway,12,,No,Cloudy,None,3.0,Eggs,0.3841,26.38,32.57,Low Stock,0.0237,Pending,Downtown,1,57.0,No,1,4,Friday,Saturday
ORD-10099,CUST-1266,2024-04-26,12:41,Friday,17,4,Spring,Spaghetti Carbonara,Pasta,4,13.49,53.96,Debit Card,Takeaway,16,,No,Cloudy,None,3.0,Pancetta,0.3167,96.5,16.67,Adequate,0.0417,Pending,Downtown,1,57.0,No,1,4,Friday,Saturday
ORD-10099,CUST-1266,2024-04-26,12:41,Friday,17,4,Spring,Spaghetti Carbonara,Pasta,4,13.49,53.96,Credit Card,Takeaway,17,,No,Cloudy,None,3.0,Parmesan Cheese,0.2031,108.55,21.19,Adequate,0.0598,Pending,Downtown,1,57.0,No,1,4,Friday,Saturday
ORD-10099,CUST-1266,2024-04-26,12:41,Friday,17,4,Spring,Spaghetti Carbonara,Pasta,4,13.49,53.96,Cash,Takeaway,12,,No,Cloudy,None,3.0,Black Pepper,0.0203,33.13,31.77,Adequate,0.1129,Pending,Downtown,1,57.0,No,1,4,Friday,Saturday
ORD-10099,CUST-1266,2024-04-26,12:41,Friday,17,4,Spring,Spaghetti Carbonara,Pasta,4,13.49,53.96,Online,Takeaway,14,,No,Cloudy,None,3.0,Garlic,0.0414,52.52,24.52,Adequate,0.0968,Pending,Downtown,1,57.0,No,1,4,Friday,Saturday
ORD-10027,CUST-1236,2024-04-26,16:40,Friday,17,4,Spring,Pepperoni Pizza,Pizza,1,12.32,12.32,Online,Dine-In,23,10,Yes,Rainy,None,5.0,Pizza Dough,0.2841,117.74,16.81,Adequate,0.0185,Completed,Downtown,0,,No,1,1,Sunday,Saturday
ORD-10027,CUST-1236,2024-04-26,16:40,Friday,17,4,Spring,Pepperoni Pizza,Pizza,1,12.32,12.32,Cash,Dine-In,22,10,Yes,Rainy,None,5.0,Tomato Sauce,0.1008,115.42,29.78,Adequate,0.0368,Completed,Downtown,0,,No,1,1,Sunday,Saturday
ORD-10027,CUST-1236,2024-04-26,16:40,Friday,17,4,Spring,Pepperoni Pizza,Pizza,1,12.32,12.32,Online,Dine-In,17,10,Yes,Rainy,None,5.0,Mozzarella Cheese,0.1511,38.82,27.1,Adequate,0.0385,Completed,Downtown,0,,No,1,1,Sunday,Saturday
ORD-10027,CUST-1236,2024-04-26,16:40,Friday,17,4,Spring,Pepperoni Pizza,Pizza,1,12.32,12.32,Cash,Dine-In,23,10,Yes,Rainy,None,5.0,Pepperoni,0.1194,101.1,31.75,Adequate,0.0276,Completed,Downtown,0,,No,1,1,Sunday,Saturday
ORD-10027,CUST-1236,2024-04-26,16:40,Friday,17,4,Spring,Pepperoni Pizza,Pizza,1,12.32,12.32,Online,Dine-In,23,10,Yes,Rainy,None,5.0,Bell Peppers,0.0477,90.76,34.82,Adequate,0.0263,Completed,Downtown,0,,No,1,1,Sunday,Saturday
ORD-10656,CUST-1265,2024-04-26,18:06,Friday,17,4,Spring,Double Cheeseburger,Burgers,1,11.49,11.49,Online,Dine-In,14,23,No,Windy,None,2.0,Beef Patty,0.351,87.74,32.94,Adequate,0.0284,Completed,City Center,1,,Yes,2,2,Sunday,Saturday
ORD-10656,CUST-1265,2024-04-26,18:06,Friday,17,4,Spring,Double Cheeseburger,Burgers,1,11.49,11.49,Cash,Dine-In,11,23,No,Windy,None,2.0,Burger Bun,0.0818,79.65,31.37,Adequate,0.0175,Completed,City Center,1,,Yes,2,2,Sunday,Saturday
ORD-10656,CUST-1265,2024-04-26,18:06,Friday,17,4,Spring,Double Cheeseburger,Burgers,1,11.49,11.49,Cash,Dine-In,16,23,No,Windy,None,2.0,Cheddar Cheese,0.0806,31.78,28.32,Adequate,0.0281,Completed,City Center,1,,Yes,2,2,Sunday,Saturday
ORD-10656,CUST-1265,2024-04-26,18:06,Friday,17,4,Spring,Double Cheeseburger,Burgers,1,11.49,11.49,Online,Dine-In,10,23,No,Windy,None,2.0,Pickles,0.0204,39.86,20.5,Adequate,0.0357,Completed,City Center,1,,Yes,2,2,Sunday,Saturday
ORD-10656,CUST-1265,2024-04-26,18:06,Friday,17,4,Spring,Double Cheeseburger,Burgers,1,11.49,11.49,Digital Wallet,Dine-In,12,23,No,Windy,None,2.0,Mustard,0.0095,35.62,28.13,Adequate,0.0104,Completed,City Center,1,,Yes,2,2,Sunday,Saturday
ORD-10656,CUST-1265,2024-04-26,18:06,Friday,17,4,Spring,Double Cheeseburger,Burgers,1,11.49,11.49,Credit Card,Dine-In,10,23,No,Windy,None,2.0,Onions,0.0303,114.83,28.25,Adequate,0.0167,Completed,City Center,1,,Yes,2,2,Sunday,Saturday
ORD-10768,CUST-1225,2024-04-26,19:36,Friday,17,4,Spring,Double Cheeseburger,Burgers,1,11.49,11.49,Digital Wallet,Takeaway,15,,No,Rainy,None,5.0,Beef Patty,0.3691,59.95,22.45,Adequate,0.0202,Completed,Suburbs,1,43.0,Yes,2,2,Sunday,Sunday
ORD-10768,CUST-1225,2024-04-26,19:36,Friday,17,4,Spring,Double Cheeseburger,Burgers,1,11.49,11.49,Cash,Takeaway,14,,No,Rainy,None,5.0,Burger Bun,0.0792,45.17,34.45,Adequate,0.0173,Completed,Suburbs,1,43.0,Yes,2,2,Sunday,Sunday
ORD-10768,CUST-1225,2024-04-26,19:36,Friday,17,4,Spring,Double Cheeseburger,Burgers,1,11.49,11.49,Credit Card,Takeaway,14,,No,Rainy,None,5.0,Cheddar Cheese,0.0761,87.12,33.57,Adequate,0.0203,Completed,Suburbs,1,43.0,Yes,2,2,Sunday,Sunday
ORD-10768,CUST-1225,2024-04-26,19:36,Friday,17,4,Spring,Double Cheeseburger,Burgers,1,11.49,11.49,Digital Wallet,Takeaway,12,,No,Rainy,None,5.0,Pickles,0.0197,52.07,18.7,Adequate,0.0072,Completed,Suburbs,1,43.0,Yes,2,2,Sunday,Sunday
ORD-10768,CUST-1225,2024-04-26,19:36,Friday,17,4,Spring,Double Cheeseburger,Burgers,1,11.49,11.49,Credit Card,Takeaway,14,,No,Rainy,None,5.0,Mustard,0.0101,73.73,24.9,Adequate,0.0245,Completed,Suburbs,1,43.0,Yes,2,2,Sunday,Sunday
