order_id,customer_id,order_date,order_time,day_of_week,week_number,month,season,dish_name,dish_category,quantity_ordered,price_per_item,total_price,payment_method,dine_in_or_takeaway,preparation_time_minutes,table_number,promotion_applied,weather_condition,special_event_or_holiday,customer_rating,ingredient_name,ingredient_quantity_used_kg,current_stock_available_kg,stock_reorder_level_kg,stock_status,estimated_food_waste_kg,order_status,restaurant_branch,peak_hour_flag,delivery_time_minutes,repeat_customer_flag,orders_this_week,total_qty_this_week,rush_day_for_dish,branch_rush_day,dayofweek,age_group,loyalty_tier,dish_category_enc,day_of_week_enc,season_enc,weather_condition_enc,dine_in_or_takeaway_enc,promotion_applied_enc,restaurant_branch_enc,lag_1week_qty,rolling_7day_avg
ORD-10691,CUST-1404,2024-03-23,18:49,Saturday,12,3,Spring,Hot Coffee,Beverages,1,3.49,3.49,Digital Wallet,Takeaway,2,,No,Rainy,,5.0,Coffee Beans,0.0172,105.56,31.21,Adequate,0.0387,Completed,Downtown,1,32.0,Yes,1,1,Saturday,Saturday,5,35-44,Bronze,5,5,1,2,1,0,1,2.0,1.7142857142857142
ORD-10729,CUST-1378,2024-03-24,11:43,Sunday,12,3,Spring,Pepperoni Pizza,Pizza,3,14.49,43.47,Cash,Takeaway,20,,No,Cloudy,,,Pizza Dough,0.8236,105.62,28.05,Adequate,0.0896,Completed,Downtown,1,41.0,Yes,1,3,Sunday,Saturday,6,45-54,Platinum,6,6,1,3,1,0,1,2.0,2.2857142857142856
ORD-10383,CUST-1255,2024-03-24,16:15,Sunday,12,3,Spring,Shawarma Wrap,Wraps,1,9.99,9.99,Cash,Takeaway,12,,No,Rainy,,3.0,Chicken Breast,0.1942,37.24,32.34,Adequate,0.0252,Completed,City Center,0,55.0,Yes,3,5,Sunday,Saturday,6,25-34,Bronze,4,6,1,2,1,0,4,5.0,1.5714285714285714
ORD-10090,CUST-1165,2024-03-26,16:50,Tuesday,13,3,Spring,Spaghetti Carbonara,Pasta,2,13.49,26.98,Credit Card,Dine-In,15,21.0,No,Sunny,,4.0,Spaghetti,0.3721,46.33,25.89,Adequate,0.0558,Completed,Airport,0,,No,1,2,Friday,Saturday,1,25-34,Silver,0,1,1,4,0,0,3,1.0,1.7142857142857142
ORD-10442,CUST-1318,2024-03-26,18:28,Tuesday,13,3,Spring,Classic Burger,Burgers,1,8.99,8.99,Credit Card,Dine-In,12,1.0,No,Rainy,,4.0,Beef Patty,0.1859,107.33,34.39,Adequate,0.0095,Pending,City Center,1,,No,1,1,Monday,Saturday,1,45-54,Silver,3,1,1,2,0,0,4,3.0,1.7142857142857142
ORD-10018,CUST-1253,2024-03-26,09:47,Tuesday,13,3,Spring,Chicken Biryani,Rice Dishes,4,13.99,55.96,Online,Takeaway,25,,No,Sunny,,5.0,Basmati Rice,1.2444,107.42,23.81,Adequate,0.0221,Pending,Airport,0,29.0,No,3,7,Friday,Saturday,1,18-24,Gold,8,1,1,4,1,0,3,1.0,2.5714285714285716
ORD-10824,CUST-1130,2024-03-26,11:07,Tuesday,13,3,Spring,Chicken Biryani,Rice Dishes,1,13.99,13.99,Credit Card,Takeaway,22,,No,Cloudy,,,Basmati Rice,0.2901,111.91,32.33,Adequate,0.0439,Cancelled,Downtown,1,42.0,Yes,3,7,Friday,Saturday,1,35-44,Gold,8,1,1,3,1,0,1,2.0,2.4285714285714284
ORD-10980,CUST-1175,2024-03-27,19:27,Wednesday,13,3,Spring,Shawarma Wrap,Wraps,1,9.99,9.99,Digital Wallet,Dine-In,8,6.0,No,Windy,,5.0,Chicken Breast,0.2017,76.96,28.89,Adequate,0.0288,Completed,City Center,1,,Yes,1,1,Sunday,Saturday,2,45-54,Platinum,4,2,1,5,0,0,4,1.0,1.5714285714285714
ORD-10291,CUST-1170,2024-03-28,15:27,Thursday,13,3,Spring,BBQ Chicken Pizza,Pizza,1,15.99,15.99,Credit Card,Takeaway,23,,No,Rainy,,5.0,Pizza Dough,0.2663,77.37,21.05,Adequate,0.0183,Completed,City Center,0,25.0,No,2,3,Monday,Saturday,3,45-54,Platinum,6,3,1,2,1,0,4,3.0,1.5714285714285714
ORD-10923,CUST-1107,2024-03-28,16:50,Thursday,13,3,Spring,French Fries,Sides,1,3.99,3.99,Credit Card,Dine-In,8,16.0,No,Windy,,3.0,Potatoes,0.2126,83.72,30.88,Adequate,0.0158,Pending,City Center,0,,Yes,1,1,Saturday,Saturday,3,45-54,Silver,9,3,1,5,0,0,4,1.0,2.142857142857143
ORD-10363,CUST-1008,2024-03-28,20:51,Thursday,13,3,Spring,Iced Coffee,Beverages,3,4.49,13.47,Cash,Takeaway,3,,No,Rainy,,5.0,Coffee Beans,0.0557,105.52,26.48,Adequate,0.022,Completed,Downtown,1,32.0,Yes,1,3,Sunday,Saturday,3,55+,Silver,5,3,1,2,1,0,1,,2.0
ORD-10845,CUST-1303,2024-03-29,10:59,Friday,13,3,Spring,BBQ Chicken Pizza,Pizza,2,15.99,31.98,Online,Takeaway,24,,No,Sunny,,5.0,Pizza Dough,0.5614,99.31,25.4,Adequate,0.0651,Pending,Suburbs,0,50.0,Yes,2,3,Monday,Sunday,4,25-34,Platinum,6,4,1,4,1,0,2,1.0,1.7142857142857142
ORD-10796,CUST-1421,2024-03-29,12:15,Friday,13,3,Spring,Chicken Biryani,Rice Dishes,2,13.99,27.98,Digital Wallet,Dine-In,22,2.0,No,Cloudy,,5.0,Basmati Rice,0.6164,52.27,32.92,Adequate,0.0492,Completed,Airport,1,,Yes,3,7,Friday,Saturday,4,55+,Silver,8,4,1,3,0,0,3,1.0,2.5714285714285716
ORD-10031,CUST-1259,2024-03-29,17:05,Friday,13,3,Spring,Lamb Biryani,Rice Dishes,1,16.49,16.49,Cash,Dine-In,25,26.0,No,Rainy,,4.0,Basmati Rice,0.3144,45.37,15.32,Adequate,0.0134,Completed,Suburbs,0,,No,1,1,Saturday,Sunday,4,45-54,Silver,8,4,1,2,0,0,2,2.0,2.142857142857143
ORD-10712,CUST-1306,2024-03-29,20:55,Friday,13,3,Spring,Margherita Pizza,Pizza,1,12.99,12.99,Credit Card,Dine-In,22,12.0,No,Sunny,,4.0,Pizza Dough,0.2856,116.6,33.18,Adequate,0.0194,Completed,Downtown,1,,Yes,2,3,Saturday,Saturday,4,45-54,Silver,6,4,1,4,0,0,1,1.0,2.5714285714285716
ORD-10259,CUST-1446,2024-03-30,22:50,Saturday,13,3,Spring,Margherita Pizza,Pizza,2,12.99,25.98,Online,Takeaway,22,,No,Sunny,,4.0,Pizza Dough,0.5324,23.23,28.54,Low Stock,0.0704,Pending,Downtown,0,41.0,Yes,2,3,Saturday,Saturday,5,35-44,Gold,6,5,1,4,1,0,1,1.0,2.7142857142857144
ORD-10628,CUST-1493,2024-03-31,12:47,Sunday,13,3,Spring,Ice Cream Sundae,Desserts,2,4.67,9.34,Digital Wallet,Takeaway,4,,Yes,Cloudy,,,Ice Cream,0.3426,36.78,30.18,Adequate,0.0264,Completed,Suburbs,1,45.0,Yes,1,2,Wednesday,Sunday,6,18-24,Platinum,2,6,1,3,1,1,2,,2.0
ORD-10088,CUST-1460,2024-04-01,17:21,Monday,14,4,Spring,BBQ Chicken Pizza,Pizza,2,15.99,31.98,Debit Card,Dine-In,22,3.0,No,Cloudy,Easter Weekend,4.0,Pizza Dough,0.5708,35.24,26.34,Adequate,0.0218,Completed,Airport,0,,No,3,6,Monday,Saturday,0,18-24,Silver,6,0,1,3,0,0,3,1.0,1.8571428571428572
ORD-10073,CUST-1063,2024-04-01,20:45,Monday,14,4,Spring,Margherita Pizza,Pizza,1,12.99,12.99,Digital Wallet,Dine-In,20,30.0,No,Rainy,Easter Weekend,,Pizza Dough,0.2764,79.4,18.55,Adequate,0.0239,Cancelled,Mall Branch,1,,No,2,2,Saturday,Sunday,0,55+,Bronze,6,0,1,2,0,0,0,2.0,2.5714285714285716
ORD-10606,CUST-1059,2024-04-02,18:40,Tuesday,14,4,Spring,Shawarma Wrap,Wraps,1,9.99,9.99,Digital Wallet,Dine-In,7,9.0,No,Sunny,,,Chicken Breast,0.2053,60.37,24.3,Adequate,0.0075,Cancelled,Suburbs,1,,Yes,2,3,Sunday,Sunday,1,35-44,Silver,4,1,1,4,0,0,2,1.0,1.5714285714285714
ORD-10304,CUST-1175,2024-04-02,20:41,Tuesday,14,4,Spring,Chicken Biryani,Rice Dishes,3,13.99,41.97,Online,Dine-In,20,2.0,No,Cloudy,,4.0,Basmati Rice,0.8857,83.27,29.9,Adequate,0.1176,Completed,City Center,1,,No,4,7,Friday,Saturday,1,45-54,Platinum,8,1,1,3,0,0,4,4.0,2.4285714285714284
ORD-10722,CUST-1226,2024-04-04,11:43,Thursday,14,4,Spring,Caesar Salad,Salads,3,8.99,26.97,Online,Dine-In,6,8.0,No,Sunny,,4.0,Romaine Lettuce,0.7481,102.48,21.05,Adequate,0.0477,Completed,City Center,1,,Yes,1,3,Tuesday,Saturday,3,18-24,Gold,7,3,1,4,0,0,4,,2.2
ORD-10890,CUST-1128,2024-04-04,08:56,Thursday,14,4,Spring,Pepperoni Pizza,Pizza,1,14.49,14.49,Credit Card,Dine-In,20,12.0,No,Windy,,5.0,Pizza Dough,0.2865,73.55,23.81,Adequate,0.0192,Completed,Airport,0,,Yes,1,1,Sunday,Saturday,3,55+,Platinum,6,3,1,5,0,0,3,1.0,2.2857142857142856
ORD-10895,CUST-1067,2024-04-04,17:50,Thursday,14,4,Spring,Falafel Wrap,Wraps,2,8.49,16.98,Debit Card,Dine-In,9,11.0,No,Cloudy,,3.0,Chickpeas,0.2926,46.71,29.93,Adequate,0.0336,Completed,Airport,0,,No,2,4,Monday,Saturday,3,18-24,Silver,4,3,1,3,0,0,3,,1.6666666666666667
ORD-10453,CUST-1383,2024-04-05,21:05,Friday,14,4,Spring,Chicken Biryani,Rice Dishes,2,11.89,23.78,Cash,Takeaway,26,,Yes,Rainy,,,Basmati Rice,0.6101,38.33,24.06,Adequate,0.0524,Cancelled,Suburbs,1,26.0,No,4,7,Friday,Sunday,4,18-24,Bronze,8,4,1,2,1,1,2,4.0,2.142857142857143
ORD-10152,CUST-1059,2024-04-05,20:56,Friday,14,4,Spring,Chicken Biryani,Rice Dishes,1,13.99,13.99,Debit Card,Dine-In,27,9.0,No,Rainy,,4.0,Basmati Rice,0.3074,112.62,20.66,Adequate,0.034,Completed,Airport,1,,Yes,4,7,Friday,Saturday,4,35-44,Silver,8,4,1,2,0,0,3,2.0,2.0
ORD-10417,CUST-1277,2024-04-05,18:38,Friday,14,4,Spring,Chocolate Lava Cake,Desserts,1,6.99,6.99,Cash,Dine-In,11,21.0,No,Cloudy,,4.0,Chocolate,0.0709,53.95,32.44,Adequate,0.0104,Completed,Suburbs,1,,Yes,2,3,Friday,Sunday,4,45-54,Platinum,2,4,1,3,0,0,2,5.0,1.1428571428571428
ORD-10147,CUST-1440,2024-04-05,17:11,Friday,14,4,Spring,French Fries,Sides,1,3.99,3.99,Cash,Takeaway,8,,No,Sunny,,4.0,Potatoes,0.2288,60.7,22.27,Adequate,0.038,Pending,Downtown,0,23.0,No,2,6,Saturday,Saturday,4,35-44,Gold,9,4,1,4,1,0,1,2.0,2.0
ORD-10226,CUST-1381,2024-04-05,15:42,Friday,14,4,Spring,Falafel Wrap,Wraps,2,8.49,16.98,Cash,Dine-In,11,27.0,No,Sunny,,5.0,Chickpeas,0.2716,68.05,20.79,Adequate,0.0445,Completed,City Center,0,,No,2,4,Monday,Saturday,4,55+,Silver,4,4,1,4,0,0,4,,1.7142857142857142
ORD-10463,CUST-1380,2024-04-05,09:33,Friday,14,4,Spring,Chocolate Lava Cake,Desserts,2,5.94,11.88,Credit Card,Dine-In,15,14.0,Yes,Rainy,,4.0,Chocolate,0.139,45.74,15.18,Adequate,0.0559,Completed,Suburbs,0,,Yes,2,3,Friday,Sunday,4,18-24,Gold,2,4,1,2,0,1,2,1.0,1.2857142857142858
ORD-10936,CUST-1331,2024-04-06,12:50,Saturday,14,4,Spring,Margherita Pizza,Pizza,1,12.99,12.99,Credit Card,Dine-In,20,11.0,No,Sunny,,4.0,Pizza Dough,0.2848,57.07,34.48,Adequate,0.0394,Pending,Downtown,1,,Yes,2,2,Saturday,Saturday,5,18-24,Platinum,6,5,1,4,0,0,1,1.0,2.5714285714285716
ORD-10260,CUST-1407,2024-04-06,18:07,Saturday,14,4,Spring,Onion Rings,Sides,1,4.49,4.49,Debit Card,Dine-In,7,8.0,No,Sunny,,4.0,Onions,0.1792,90.91,30.05,Adequate,0.0153,Completed,Downtown,1,,No,1,1,Sunday,Saturday,5,25-34,Gold,9,5,1,4,0,0,1,,1.5714285714285714
ORD-10360,CUST-1044,2024-04-06,18:29,Saturday,14,4,Spring,BBQ Chicken Pizza,Pizza,2,15.99,31.98,Debit Card,Dine-In,24,23.0,No,Cloudy,,3.0,Pizza Dough,0.5589,52.08,29.94,Adequate,0.0539,Completed,Airport,1,,No,3,6,Monday,Saturday,5,18-24,Platinum,6,5,1,3,0,0,3,2.0,1.8571428571428572
ORD-10984,CUST-1349,2024-04-06,18:53,Saturday,14,4,Spring,BBQ Chicken Pizza,Pizza,2,15.99,31.98,Cash,Takeaway,19,,No,Rainy,,2.0,Pizza Dough,0.5555,73.47,25.35,Adequate,0.0482,Completed,Suburbs,1,36.0,Yes,3,6,Monday,Sunday,5,55+,Bronze,6,5,1,2,1,0,2,2.0,1.8571428571428572
ORD-10734,CUST-1341,2024-04-06,22:31,Saturday,14,4,Spring,Chicken Biryani,Rice Dishes,1,13.99,13.99,Debit Card,Takeaway,24,,No,Rainy,,,Basmati Rice,0.3046,50.69,25.74,Adequate,0.0366,Cancelled,Airport,0,59.0,No,4,7,Friday,Saturday,5,25-34,Gold,8,5,1,2,1,0,3,1.0,2.0
ORD-10452,CUST-1450,2024-04-07,10:08,Sunday,14,4,Spring,Shawarma Wrap,Wraps,2,9.99,19.98,Digital Wallet,Dine-In,7,24.0,No,Rainy,,,Chicken Breast,0.388,110.41,26.36,Adequate,0.0484,Cancelled,Mall Branch,0,,Yes,2,3,Sunday,Sunday,6,18-24,Gold,4,6,1,2,0,0,0,1.0,1.7142857142857142
ORD-10521,CUST-1213,2024-04-07,13:10,Sunday,14,4,Spring,Spaghetti Carbonara,Pasta,1,13.49,13.49,Debit Card,Dine-In,13,30.0,No,Sunny,,4.0,Spaghetti,0.1749,60.43,26.63,Adequate,0.0151,Completed,Airport,1,,Yes,1,1,Friday,Saturday,6,45-54,Platinum,0,6,1,4,0,0,3,1.0,1.7142857142857142
ORD-10381,CUST-1379,2024-04-07,13:14,Sunday,14,4,Spring,Hot Coffee,Beverages,1,3.49,3.49,Digital Wallet,Takeaway,3,,No,Windy,,5.0,Coffee Beans,0.018,48.66,33.1,Adequate,0.0396,Completed,Suburbs,1,60.0,No,1,1,Saturday,Sunday,6,35-44,Silver,5,6,1,5,1,0,2,3.0,1.4285714285714286
ORD-10793,CUST-1041,2024-04-07,17:06,Sunday,14,4,Spring,Double Cheeseburger,Burgers,1,9.77,9.77,Credit Card,Takeaway,14,,Yes,Cloudy,,,Beef Patty,0.3694,38.72,34.66,Adequate,0.0375,Completed,Airport,0,32.0,Yes,1,1,Sunday,Saturday,6,18-24,Bronze,3,6,1,3,1,1,3,1.0,2.4285714285714284
ORD-10925,CUST-1455,2024-04-07,19:34,Sunday,14,4,Spring,French Fries,Sides,5,3.99,19.95,Debit Card,Dine-In,5,23.0,No,Windy,,4.0,Potatoes,1.1267,21.79,23.39,Low Stock,0.0802,Completed,Mall Branch,1,,No,2,6,Saturday,Sunday,6,45-54,Gold,9,6,1,5,0,0,0,4.0,2.142857142857143
ORD-10441,CUST-1457,2024-04-08,21:07,Monday,15,4,Spring,Iced Coffee,Beverages,1,4.49,4.49,Online,Dine-In,4,24.0,No,Rainy,,3.0,Coffee Beans,0.0187,22.13,34.36,Low Stock,0.0395,Completed,Airport,1,,Yes,1,1,Sunday,Saturday,0,55+,Platinum,5,0,1,2,0,0,3,,1.75
ORD-10873,CUST-1332,2024-04-08,14:38,Monday,15,4,Spring,Mushroom Soup,Soups,1,6.99,6.99,Cash,Dine-In,13,21.0,No,Rainy,,,Mushrooms,0.3013,73.97,22.22,Adequate,0.0225,Completed,Airport,1,,Yes,1,1,Sunday,Saturday,0,25-34,Platinum,1,0,1,2,0,0,3,5.0,1.8571428571428572
ORD-10916,CUST-1230,2024-04-08,12:46,Monday,15,4,Spring,Pepperoni Pizza,Pizza,1,12.32,12.32,Debit Card,Takeaway,15,,Yes,Sunny,,4.0,Pizza Dough,0.2794,63.47,15.64,Adequate,0.0373,Completed,City Center,1,30.0,Yes,1,1,Sunday,Saturday,0,18-24,Platinum,6,0,1,4,1,1,4,3.0,2.0
ORD-10225,CUST-1062,2024-04-08,10:38,Monday,15,4,Spring,Double Cheeseburger,Burgers,1,11.49,11.49,Credit Card,Dine-In,14,2.0,No,Windy,,,Beef Patty,0.3686,25.3,19.1,Adequate,0.0433,Cancelled,City Center,0,,Yes,1,1,Sunday,Saturday,0,25-34,Platinum,3,0,1,5,0,0,4,4.0,2.0
ORD-10794,CUST-1034,2024-04-08,08:30,Monday,15,4,Spring,Margherita Pizza,Pizza,2,12.99,25.98,Debit Card,Takeaway,19,,No,Cloudy,,,Pizza Dough,0.5644,36.97,29.09,Adequate,0.0588,Cancelled,Airport,0,47.0,Yes,1,2,Saturday,Saturday,0,45-54,Gold,6,0,1,3,1,0,3,4.0,2.2857142857142856
ORD-10753,CUST-1151,2024-04-09,15:12,Tuesday,15,4,Spring,French Fries,Sides,1,3.99,3.99,Credit Card,Takeaway,6,,No,Windy,,5.0,Potatoes,0.2136,33.81,16.83,Adequate,0.0093,Completed,Airport,0,50.0,Yes,1,1,Saturday,Saturday,1,55+,Bronze,9,1,1,5,1,0,3,4.0,1.7142857142857142
ORD-10975,CUST-1358,2024-04-10,09:44,Wednesday,15,4,Spring,Shawarma Wrap,Wraps,1,9.99,9.99,Credit Card,Dine-In,7,5.0,No,Cloudy,,,Chicken Breast,0.195,115.37,33.02,Adequate,0.0389,Cancelled,City Center,0,,Yes,2,5,Sunday,Saturday,2,35-44,Bronze,4,2,1,3,0,0,4,3.0,1.4285714285714286
ORD-10929,CUST-1407,2024-04-12,14:58,Friday,15,4,Spring,Classic Burger,Burgers,2,8.99,17.98,Cash,Dine-In,9,13.0,No,Sunny,,4.0,Beef Patty,0.3504,119.48,30.37,Adequate,0.0375,Completed,Airport,1,,Yes,1,2,Monday,Saturday,4,25-34,Gold,3,4,1,4,0,0,3,2.0,1.7142857142857142
ORD-10965,CUST-1298,2024-04-12,17:24,Friday,15,4,Spring,Chicken Biryani,Rice Dishes,3,13.99,41.97,Debit Card,Takeaway,19,,No,Cloudy,,4.0,Basmati Rice,0.9016,43.19,33.26,Adequate,0.0716,Completed,Suburbs,0,58.0,Yes,1,3,Friday,Sunday,4,55+,Bronze,8,4,1,3,1,0,2,4.0,1.8571428571428572
ORD-10571,CUST-1397,2024-04-12,17:47,Friday,15,4,Spring,Falafel Wrap,Wraps,4,8.49,33.96,Credit Card,Dine-In,8,21.0,No,Sunny,,5.0,Chickpeas,0.5554,70.82,16.33,Adequate,0.1548,Pending,Downtown,0,,Yes,1,4,Monday,Saturday,4,25-34,Platinum,4,4,1,4,0,0,1,1.0,2.142857142857143
ORD-10423,CUST-1314,2024-04-13,16:56,Saturday,15,4,Spring,Shawarma Wrap,Wraps,4,9.99,39.96,Online,Dine-In,7,28.0,No,Rainy,,4.0,Chicken Breast,0.8075,81.3,26.51,Adequate,0.1112,Completed,City Center,0,,No,2,5,Sunday,Saturday,5,55+,Gold,4,5,1,2,0,0,4,1.0,1.8571428571428572
ORD-10795,CUST-1182,2024-04-13,17:15,Saturday,15,4,Spring,BBQ Chicken Pizza,Pizza,3,15.99,47.97,Cash,Takeaway,25,,No,Sunny,,,Pizza Dough,0.85,116.38,23.51,Adequate,0.0826,Cancelled,Suburbs,0,53.0,No,1,3,Monday,Sunday,5,45-54,Bronze,6,5,1,4,1,0,2,3.0,1.8571428571428572
ORD-10411,CUST-1390,2024-04-14,10:08,Sunday,15,4,Spring,Penne Arrabbiata,Pasta,2,11.99,23.98,Digital Wallet,Dine-In,13,22.0,No,Cloudy,,4.0,Penne Pasta,0.3582,50.95,33.82,Adequate,0.037,Completed,City Center,0,,No,2,6,Saturday,Saturday,6,35-44,Silver,0,6,1,3,0,0,4,1.0,1.4285714285714286
ORD-10718,CUST-1223,2024-04-14,17:47,Sunday,15,4,Spring,Penne Arrabbiata,Pasta,4,11.99,47.96,Debit Card,Takeaway,16,,No,Sunny,,4.0,Penne Pasta,0.7314,68.86,18.08,Adequate,0.0509,Completed,Suburbs,0,26.0,No,2,6,Saturday,Sunday,6,25-34,Gold,0,6,1,4,1,0,2,1.0,1.8571428571428572
ORD-10775,CUST-1442,2024-04-15,11:45,Monday,16,4,Spring,Hot Coffee,Beverages,2,3.49,6.98,Credit Card,Takeaway,4,,No,Rainy,,3.0,Coffee Beans,0.0346,118.64,21.93,Adequate,0.0588,Completed,City Center,1,58.0,No,3,4,Saturday,Saturday,0,55+,Silver,5,0,1,2,1,0,4,2.0,1.4285714285714286
ORD-10504,CUST-1133,2024-04-16,10:24,Tuesday,16,4,Spring,BBQ Chicken Pizza,Pizza,1,13.59,13.59,Credit Card,Takeaway,24,,Yes,Cloudy,,4.0,Pizza Dough,0.2661,100.17,31.66,Adequate,0.0192,Completed,Airport,0,39.0,Yes,4,9,Monday,Saturday,1,55+,Gold,6,1,1,3,1,1,3,1.0,1.8571428571428572
ORD-10668,CUST-1257,2024-04-16,18:09,Tuesday,16,4,Spring,Classic Burger,Burgers,1,7.64,7.64,Online,Takeaway,12,,Yes,Cloudy,,2.0,Beef Patty,0.1865,76.05,18.26,Adequate,0.0068,Completed,City Center,1,33.0,No,3,4,Monday,Saturday,1,45-54,Bronze,3,1,1,3,1,1,4,1.0,1.7142857142857142
ORD-10159,CUST-1434,2024-04-17,16:46,Wednesday,16,4,Spring,Hot Coffee,Beverages,1,3.49,3.49,Online,Takeaway,2,,No,Rainy,,5.0,Coffee Beans,0.0175,100.91,21.83,Adequate,0.008,Completed,Downtown,0,27.0,No,3,4,Saturday,Saturday,2,55+,Silver,5,2,1,2,1,0,1,2.0,1.2857142857142858
ORD-10377,CUST-1254,2024-04-17,13:55,Wednesday,16,4,Spring,Pepperoni Pizza,Pizza,4,14.49,57.96,Digital Wallet,Takeaway,20,,No,Rainy,,4.0,Pizza Dough,1.0656,99.05,21.21,Adequate,0.0886,Completed,Mall Branch,1,47.0,Yes,1,4,Sunday,Sunday,2,45-54,Platinum,6,2,1,2,1,0,0,2.0,2.2857142857142856
ORD-10921,CUST-1268,2024-04-18,12:49,Thursday,16,4,Spring,Onion Rings,Sides,1,4.49,4.49,Digital Wallet,Dine-In,8,15.0,No,Sunny,,4.0,Onions,0.1868,25.38,34.94,Low Stock,0.0095,Completed,Airport,1,,No,2,6,Sunday,Saturday,3,35-44,Platinum,9,3,1,4,0,0,3,1.0,1.5714285714285714
ORD-10086,CUST-1320,2024-04-18,13:05,Thursday,16,4,Spring,Chocolate Lava Cake,Desserts,1,6.99,6.99,Digital Wallet,Dine-In,15,1.0,No,Sunny,,5.0,Chocolate,0.0723,40.56,31.57,Adequate,0.0336,Completed,Suburbs,1,,No,2,2,Friday,Sunday,3,25-34,Bronze,2,3,1,4,0,0,2,1.0,1.2857142857142858
ORD-10997,CUST-1125,2024-04-19,12:26,Friday,16,4,Spring,Classic Burger,Burgers,2,8.99,17.98,Online,Takeaway,14,,No,Cloudy,,,Beef Patty,0.352,91.04,27.77,Adequate,0.0676,Cancelled,Suburbs,1,33.0,Yes,3,4,Monday,Sunday,4,55+,Platinum,3,4,1,3,1,0,2,2.0,1.7142857142857142
ORD-10556,CUST-1426,2024-04-19,12:59,Friday,16,4,Spring,BBQ Chicken Pizza,Pizza,2,15.99,31.98,Digital Wallet,Dine-In,23,14.0,No,Sunny,,4.0,Pizza Dough,0.561,44.03,15.59,Adequate,0.0355,Completed,Airport,1,,Yes,4,9,Monday,Saturday,4,45-54,Silver,6,4,1,4,0,0,3,1.0,2.0
ORD-10911,CUST-1147,2024-04-19,17:34,Friday,16,4,Spring,Cheesecake,Desserts,1,5.99,5.99,Debit Card,Dine-In,5,19.0,No,Cloudy,,3.0,Cream Cheese,0.1182,89.33,16.68,Adequate,0.0389,Pending,Suburbs,0,,Yes,2,4,Saturday,Sunday,4,18-24,Bronze,2,4,1,3,0,0,2,,1.8
ORD-10166,CUST-1490,2024-04-20,11:08,Saturday,16,4,Spring,Onion Rings,Sides,5,4.49,22.45,Debit Card,Dine-In,6,17.0,No,Rainy,,,Onions,0.9122,117.96,29.16,Adequate,0.1973,Cancelled,Airport,1,,No,2,6,Sunday,Saturday,5,45-54,Silver,9,5,1,2,0,0,3,1.0,2.142857142857143
ORD-10970,CUST-1366,2024-04-20,13:13,Saturday,16,4,Spring,BBQ Chicken Pizza,Pizza,3,15.99,47.97,Cash,Dine-In,23,21.0,No,Cloudy,,5.0,Pizza Dough,0.8541,62.28,29.96,Adequate,0.0878,Pending,City Center,1,,Yes,4,9,Monday,Saturday,5,25-34,Bronze,6,5,1,3,0,0,4,2.0,2.142857142857143
ORD-10155,CUST-1211,2024-04-20,15:36,Saturday,16,4,Spring,Classic Burger,Burgers,1,7.64,7.64,Cash,Dine-In,8,14.0,Yes,Cloudy,,4.0,Beef Patty,0.1774,78.56,30.37,Adequate,0.0309,Completed,Airport,0,,Yes,3,4,Monday,Saturday,5,35-44,Bronze,3,5,1,3,0,1,3,1.0,1.7142857142857142
ORD-10075,CUST-1286,2024-04-20,17:35,Saturday,16,4,Spring,Margherita Pizza,Pizza,1,11.04,11.04,Credit Card,Dine-In,20,26.0,Yes,Cloudy,,,Pizza Dough,0.2925,109.96,28.09,Adequate,0.0179,Cancelled,Mall Branch,0,,No,1,1,Saturday,Sunday,5,25-34,Bronze,6,5,1,3,0,1,0,4.0,1.8571428571428572
ORD-10087,CUST-1069,2024-04-20,18:28,Saturday,16,4,Spring,Spaghetti Carbonara,Pasta,3,11.47,34.41,Debit Card,Dine-In,12,8.0,Yes,Cloudy,,,Spaghetti,0.5289,83.4,20.96,Adequate,0.1024,Cancelled,City Center,1,,No,1,3,Friday,Saturday,5,45-54,Bronze,0,5,1,3,0,1,4,1.0,2.0
ORD-10669,CUST-1461,2024-04-20,19:04,Saturday,16,4,Spring,Lemonade,Beverages,1,3.49,3.49,Cash,Dine-In,2,18.0,No,Windy,,5.0,Lemons,0.0881,52.11,32.34,Adequate,0.0303,Completed,Suburbs,1,,Yes,2,2,Sunday,Sunday,5,55+,Bronze,5,5,1,5,0,0,2,,1.3333333333333333
ORD-10012,CUST-1035,2024-04-20,19:50,Saturday,16,4,Spring,Cheesecake,Desserts,3,5.99,17.97,Digital Wallet,Dine-In,5,12.0,No,Sunny,,5.0,Cream Cheese,0.3458,116.08,27.71,Adequate,0.0311,Completed,Suburbs,1,,No,2,4,Saturday,Sunday,5,55+,Silver,2,5,1,4,0,0,2,,2.0
ORD-10531,CUST-1064,2024-04-20,20:45,Saturday,16,4,Spring,Chocolate Lava Cake,Desserts,1,5.94,5.94,Debit Card,Dine-In,13,25.0,Yes,Sunny,,,Chocolate,0.0718,29.56,28.12,Adequate,0.0342,Cancelled,City Center,1,,Yes,2,2,Friday,Saturday,5,25-34,Bronze,2,5,1,4,0,1,4,1.0,1.2857142857142858
